bindingClass casrn SMILES 
0 541-02-6 C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1
0 542-92-7 C1C=CC=C1
0 544-63-8 CCCCCCCCCCCCCC(O)=O
0 544-76-3 CCCCCCCCCCCCCCCC
0 54-62-6 Nc1[n]c2[n]cc(CNc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)[n]c2c(N)[n]1
0 55283-68-6 CC(=C)CN(CC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O
1 55285-14-8 CN(SN(CCCC)CCCC)C(=O)Oc1cccc2CC(C)(C)Oc21
0 55512-33-9 CCCCCCCCSC(=O)Oc1cc(Cl)[n][n]c1-c1ccccc1
0 556-67-2 C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1
0 55814-41-0 Cc1ccccc1C(=O)Nc1cc(ccc1)OC(C)C
0 56375-79-2 C[N+](CCCC)(CCCC)CCCC
1 56-95-1 N=C(NC(=N)NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)Nc1ccc(Cl)cc1
1 57-09-0 CCCCCCCCCCCCCCCC[N+](C)(C)C
0 57-10-3 CCCCCCCCCCCCCCCC(O)=O
0 57-11-4 CCCCCCCCCCCCCCCCCC(O)=O
1 577-11-7 CCC(COC(=O)CC(C(=O)OCC(CCCC)CC)S(O)(=O)=O)CCCC
0 57837-19-1 COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C
0 58394-64-2 CCCCC(COC(=O)CCCCC(=O)OCc1ccccc1)CC
0 584-79-2 CC(C)=CC1C(C(=O)OC2CC(=O)C(CC=C)=C2C)C1(C)C
0 585-34-2 CC(C)(C)c1cccc(O)c1
0 58846-77-8 CCCCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
1 588941-45-1 CS(=O)(=O)c1ccc(cc1Cl)[C@@H](CC1CCCC1)C(=O)Nc1c[n]cc[n]1
0 589-68-4 CCCCCCCCCCCCCC(=O)OCC(O)CO
0 59-05-2 CN(Cc1c[n]c2[n]c(N)[n]c(N)c2[n]1)c1ccc(cc1)C(=O)N[C@@H](CCC(O)=O)C(O)=O
1 59227-89-3 CCCCCCCCCCCCN1CCCCCC1=O
0 59-30-3 NC1Nc2[n]cc(CNc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)[n]c2C(=O)N=1
0 59756-60-4 CN1C=C(C(=O)C(=C1)c1ccccc1)c1cc(ccc1)C(F)(F)F
0 60168-88-9 OC(c1ccccc1Cl)(c1ccc(Cl)cc1)c1c[n]c[n]c1
0 60-33-3 CCCCC/C=C\C/C=C\CCCCCCCC(O)=O
0 603-35-0 c1ccccc1P(c1ccccc1)c1ccccc1
0 605-45-8 CC(C)OC(=O)c1ccccc1C(=O)OC(C)C
0 60-54-8 C[C@]1(O)[C@H]2C[C@H]3[C@@H](C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C2C(=O)c2c1cccc2O)N(C)C
1 6088-51-3 Oc1cc2ccc(cc2cc1)SSc1cc2ccc(O)cc2cc1
1 61-73-4 CN(C)c1cc2[s+]c3cc(ccc3[n]c2cc1)N(C)C
0 622-97-9 Cc1ccc(C=C)cc1
0 625114-41-2 CS(=O)(=O)c1ccc(cc1Cl)[C@@H](C[C@@H]1CC(=O)CC1)C(=O)Nc1c[n]cc[n]1
0 62924-70-3 CCN(Cc1c(F)cccc1Cl)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O
0 629-62-9 CCCCCCCCCCCCCCC
0 629-76-5 CCCCCCCCCCCCCCCO
1 630-56-8 CC(=O)[C@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)OC(=O)CCCCC
0 633-96-5 Oc1ccc2ccccc2c1N=Nc1ccc(cc1)S(O)(=O)=O
0 6359-82-6 CC1=NN(c2ccc(cc2)S(O)(=O)=O)C(=O)C1N=Nc1ccccc1
0 6359-90-6 CC1=NN(c2cc(ccc2Cl)S(O)(=O)=O)C(=O)C1/N=N/c1ccccc1
0 6359-98-4 CC1=NN(c2cc(Cl)c(cc2Cl)S(O)(=O)=O)C(=O)C1/N=N/c1ccc(cc1)S(O)(=O)=O
0 6422-86-2 CCCCC(COC(=O)c1ccc(cc1)C(=O)OCC(CCCC)CC)CC
1 64359-81-5 CCCCCCCCN1SC(Cl)=C(Cl)C1=O
0 64700-56-7 CCCCOCCOC(=O)COc1[n]c(Cl)c(Cl)cc1Cl
0 647-42-7 OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
0 64-86-8 CC(=O)N[C@H]1CCc2cc(OC)c(OC)c(OC)c2C2=CC=C(OC)C(=O)C=C21
0 648917-13-9 OC(=O)C1CCN(CC1)c1ccc(F)cc1NC(=O)NC(=O)c1cc(F)c(F)cc1Cl
1 65277-42-1 CC(=O)N1CCN(CC1)c1ccc(cc1)OC[C@H]1CO[C@@](C[n]2c[n]cc2)(O1)c1ccc(Cl)cc1Cl
0 66230-04-4 CC(C)[C@H](C(=O)O[C@H](C#N)c1cc(ccc1)Oc1ccccc1)c1ccc(Cl)cc1
0 6624-73-3 O=C(OCCCCCOC(=O)c1ccccc1)c1ccccc1
0 6625-46-3 CC(=O)Nc1cc(cc2cc(c(/N=N/c3ccccc3OC)c(O)c21)S(O)(=O)=O)S(O)(=O)=O
0 66332-96-5 CC(C)Oc1cc(ccc1)NC(=O)c1ccccc1C(F)(F)F
0 66441-23-4 CCOC(=O)C(C)Oc1ccc(cc1)Oc1[n]c2ccc(Cl)cc2o1
0 66575-29-9 CC1(C)CC[C@H](O)[C@@]2(C)[C@H]1[C@H](O)[C@H](OC(C)=O)[C@@]1(C)O[C@](C)(CC(=O)[C@@]12O)C=C
0 6683-19-8 CC(C)(C)c1cc(CCC(=O)OCC(COC(=O)CCc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)(COC(=O)CCc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)COC(=O)CCc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C
1 67485-29-4 CC1(C)CNC(NC1)=NN=C(/C=C/c1ccc(cc1)C(F)(F)F)/C=C/c1ccc(cc1)C(F)(F)F
0 67564-91-4 CC(Cc1ccc(cc1)C(C)(C)C)CN1C[C@@H](C)O[C@@H](C)C1
1 676116-04-4 Cc1cc(CCN2CCN(CC2)c2[n][s]c3ccccc32)cc2c1NC(=O)CC2(C)C
0 67786-14-5 Nc1ccc2cc(cc(O)c2c1/N=N/c1ccccc1C(F)(F)F)S(O)(=O)=O
0 678-39-7 OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
0 682-01-9 CCCO[Si](OCCC)(OCCC)OCCC
0 68-26-8 CC1CCCC(C)(C)C=1/C=C/C(/C)=C/C=C/C(/C)=C/CO
0 68359-37-5 CC1(C)C(C1C=C(Cl)Cl)C(=O)OC(C#N)c1ccc(F)c(c1)Oc1ccccc1
1 68392-35-8 CCC(=C(c1ccc(cc1)OCCN(C)C)c1ccc(O)cc1)c1ccccc1
0 68555-86-2 Cc1cc(/N=N/c2ccc(cc2)OC)c(cc1/N=N/c1ccc(cc1)S(O)(=O)=O)OC
1 686756-87-6 CN1C(=O)N(Cc2c[n]c(Nc3cc4OCC(CO)Oc4cc3)[n]c12)c1ccccc1Br
0 68959-20-6 C[N+](CCC[Si](OC)(OC)OC)(CCCCCCCCCC)CCCCCCCCCC
0 692-86-4 CCOC(=O)CCCCCCCCC=C
0 69806-40-2 COC(=O)C(C)Oc1ccc(cc1)Oc1[n]cc(cc1Cl)C(F)(F)F
0 69806-50-4 CCCCOC(=O)C(C)Oc1ccc(cc1)Oc1ccc(c[n]1)C(F)(F)F
0 71283-80-2 CCOC(=O)[C@@H](C)Oc1ccc(cc1)Oc1[n]c2ccc(Cl)cc2o1
0 717-74-8 CC(C)c1cc(cc(c1)C(C)C)C(C)C
0 72178-02-0 CS(=O)(=O)NC(=O)c1cc(ccc1[N+]([O-])=O)Oc1ccc(cc1Cl)C(F)(F)F
1 72-33-3 C[C@]12CC[C@H]3[C@@H](CCc4cc(ccc43)OC)[C@@H]1CC[C@@]2(O)C#C
1 725228-45-5 NCc1cc(ccc1)C1CCN(CC1)C(=O)c1ccc(C#Cc2ccccc2F)o1
0 74051-80-2 CC(CC1CC(O)=C(C(=O)C1)C(CCC)=NOCC)SCC
0 74115-24-5 Clc1ccccc1-c1[n][n]c([n][n]1)-c1ccccc1Cl
0 741-58-2 CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1
0 744-45-6 O=C(Oc1ccccc1)c1cc(ccc1)C(=O)Oc1ccccc1
0 75330-75-5 CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
0 7540-51-4 C[C@H](CCO)CCC=C(C)C
0 754-91-6 NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
0 760-23-6 C=CC(Cl)CCl
0 76578-14-8 CCOC(=O)C(C)Oc1ccc(cc1)Oc1c[n]c2cc(Cl)ccc2[n]1
0 7696-12-0 CC(C)=CC1C(C(=O)OCN2C(=O)C3CCCCC=3C2=O)C1(C)C
1 77-09-8 Oc1ccc(cc1)C1(OC(=O)c2ccccc12)c1ccc(O)cc1
0 77501-63-4 CCOC(=O)C(C)OC(=O)c1cc(ccc1[N+]([O-])=O)Oc1ccc(cc1Cl)C(F)(F)F
0 7786-34-7 CC(=CC(O)OC)OP(O)(OC)OC
0 77-90-7 CC(=O)OC(CC(=O)OCCCC)(CC(=O)OCCCC)C(=O)OCCCC
0 77-93-0 CCOC(=O)C(O)(CC(=O)OCC)CC(=O)OCC
0 78-07-9 CC[Si](OCC)(OCC)OCC
0 78-11-5 [O-][N+](=O)OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O
0 78-42-2 CCCCC(COP(=O)(OCC(CCCC)CC)OCC(CCCC)CC)CC
0 78-51-3 CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC
0 78587-05-0 C[C@@H]1[C@H](SC(=O)N1C(=O)NC1CCCCC1)c1ccc(Cl)cc1
0 78-63-7 CC(C)(C)OOC(C)(C)CCC(C)(C)OOC(C)(C)C
0 79241-46-6 CCCCOC(=O)[C@@H](C)Oc1ccc(cc1)Oc1ccc(c[n]1)C(F)(F)F
0 79277-27-3 Cc1[n]c(NC(=O)NS(=O)(=O)c2cc[s]c2C(=O)OC)[n]c([n]1)OC
0 79538-32-2 CC1(C)C(/C=C(\Cl)/C(F)(F)F)C1C(=O)OCc1c(F)c(F)c(C)c(F)c1F
1 79622-59-6 [O-][N+](=O)c1cc(c(Cl)c(c1Nc1[n]cc(cc1Cl)C(F)(F)F)[N+]([O-])=O)C(F)(F)F
0 8004-92-0 OS(=O)(=O)c1cc(cc2ccc([n]c21)C1C(=O)c2ccccc2C1=O)S(O)(=O)=O
0 80-07-9 O=S(=O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1
0 80-43-3 CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1
0 80844-07-1 CCOc1ccc(cc1)C(C)(C)COCc1cc(ccc1)Oc1ccccc1
0 81131-70-6 CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(O)=O)[C@H]21
0 81335-37-7 CC(C)C1(C)N=C(NC1=O)c1[n]c2ccccc2cc1C(O)=O
0 81335-77-5 CCc1cc(C(O)=O)c([n]c1)C1NC(=O)C(C)(N=1)C(C)C
1 81741-28-8 CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC
0 81-88-9 CCN(CC)c1cc2[o+]c3cc(ccc3c(-c3ccccc3C(O)=O)c2cc1)N(CC)CC
0 81-90-3 OC(=O)c1ccccc1C(c1ccc(O)cc1)c1ccc(O)cc1
0 82469-79-2 CCCC(=O)OC(CC(=O)OCCCCCC)(CC(=O)OCCCCCC)C(=O)OCCCCCC
0 82558-50-7 CC(CC)(CC)c1cc(NC(=O)c2c(cccc2OC)OC)o[n]1
1 82640-04-8 Oc1ccc(cc1)-c1[s]c2cc(O)ccc2c1C(=O)c1ccc(cc1)OCCN1CCCCC1
0 82657-04-3 CC1(C)[C@@H]([C@@H]1/C=C(\Cl)/C(F)(F)F)C(=O)OCc1cccc(-c2ccccc2)c1C
1 83-79-4 CC(=C)[C@H]1Cc2c3O[C@@H]4COc5cc(OC)c(cc5[C@@H]4C(=O)c3ccc2O1)OC
0 83-88-5 Cc1cc2c(cc1C)N=C1C(=NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)CO
0 838-85-7 OP(=O)(Oc1ccccc1)Oc1ccccc1
0 84-61-7 O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1
0 84-69-5 CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C
0 84-74-2 CCCCOC(=O)c1ccccc1C(=O)OCCCC
0 84-75-3 CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC
0 851916-42-2 CC(C)[C@]1(C[C@@H](CC1)N[C@H]1CCOC[C@H]1OC)C(=O)N1Cc2cc(c[n]c2CC1)C(F)(F)F
1 85509-19-9 C[Si](C[n]1c[n]c[n]1)(c1ccc(F)cc1)c1ccc(F)cc1
0 85532-75-8 CCC(C)N(C)C(=O)c1cc2ccccc2c([n]1)-c1ccccc1Cl
0 85-68-7 CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1
0 860-22-0 OS(=O)(=O)c1cc2c(cc1)N/C(=C1/Nc3ccc(cc3C/1=O)S(O)(=O)=O)/C2=O
0 862243-29-6 OC(=O)c1ccccc1N1C=C(C(=O)c2cc(Nc3c(Cl)cc(F)cc3F)c(Cl)cc12)C(O)=O
0 86479-06-3 O=C(Nc1cc(Cl)c(OC(F)(F)C(F)F)c(Cl)c1)NC(=O)c1c(F)cccc1F
0 87-18-3 CC(C)(C)c1ccc(cc1)OC(=O)c1ccccc1O
0 87392-12-9 Cc1cccc(CC)c1N([C@@H](C)COC)C(=O)CCl
0 87546-18-7 CCCCCOC(=O)COc1cc(c(F)cc1Cl)N1C(=O)C2CCCCC=2C1=O
0 87-68-3 ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl
0 87820-88-0 Cc1cc(C)c(C2CC(O)=C(C(=O)C2)C(CC)=NOCC)c(C)c1
1 88-24-4 CC(C)(C)c1cc(CC)cc(Cc2cc(CC)cc(c2O)C(C)(C)C)c1O
0 89-04-3 CCCCCCCCOC(=O)c1ccc(cc1C(=O)OCCCCCCCC)C(=O)OCCCCCCCC
0 90823-38-4|3734-33-6 Cc1cccc(C)c1NC(=O)C[N+](Cc1ccccc1)(CC)CC
0 90-94-8 CN(C)c1ccc(cc1)C(=O)c1ccc(cc1)N(C)C
0 91465-08-6 CC1(C)[C@@H]([C@@H]1/C=C(\Cl)/C(F)(F)F)C(=O)O[C@H](C#N)c1cccc(c1)Oc1ccccc1
0 919-30-2 CCO[Si](CCCN)(OCC)OCC
0 929601-09-2 CCOC(=O)COc1ccc2CCC(Cc2c1)NCC(O)c1cccc(Cl)c1
0 94-28-0 CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CCCC)CC
0 94-91-7 CC(C/N=C/c1ccccc1O)/N=C/c1ccccc1O
0 95-13-6 C1C=Cc2ccccc21
0 95737-68-1 CC(COc1ccc(cc1)Oc1ccccc1)Oc1cccc[n]1
0 95-76-1 Nc1cc(Cl)c(Cl)cc1
0 96182-53-5 CCOP(=S)(Oc1c[n]c([n]c1)C(C)(C)C)OC(C)C
0 96-18-4 ClC(CCl)CCl
0 96-45-7 S=C1NCCN1
0 96489-71-3 CC(C)(C)N1N=CC(SCc2ccc(cc2)C(C)(C)C)=C(Cl)C1=O
0 97322-87-7 Cc1c2OC(C)(COc3ccc(CC4SC(=O)NC4=O)cc3)CCc2c(C)c(O)c1C
1 97-77-8 CCN(CC)C(=S)SSC(=S)N(CC)CC
0 97-78-9 CCCCCCCCCCCC(=O)N(C)CC(O)=O
0 97886-45-8 CC(C)Cc1c(c([n]c(c1C(=O)SC)C(F)(F)F)C(F)F)C(=O)SC
0 98319-26-7 CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@@]21C
0 98886-44-3 CC(CC)SP(=O)(OCC)N1CCSC1=O
0 99607-70-2 CCCCCC(C)OC(=O)COc1ccc(Cl)c2ccc[n]c12
0 999-97-3 C[Si](C)(C)N[Si](C)(C)C
1 DB00687 CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C21F
1 DB00984 CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2OC(=O)CCc1ccccc1
1 DB01185 CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC12C
1 DB01395 CC12CCC3C(C1C1CC1C12CCC(=O)O1)C1CC1C1=CC(=O)CCC13C
1 DB01406 CC12CCC3C(CCC4=Cc5o[n]cc5CC43C)C1CCC2(O)C#C
1 DB01420 CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
1 DB01564 CC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC3(C)O)C12
1 DB04839 CC12CCC3C(C=C(Cl)C4=CC(=O)C5CC5C43C)C1CCC2(OC(C)=O)C(C)=O
1 DB06412 CC1(O)CCC2C3CCC4CC(=O)C(CC4(C)C3CCC12C)=CO
1 DB08804 CCCCCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4C3CCC21C
1 DB08899 CC1(C)C(=O)N(C(=S)N1c1cc(F)c(cc1)C(=O)NC)c1cc(c(cc1)C#N)C(F)(F)F
0 NOCAS_47248 Cc1cc2CCN3c2c(c1)C(=N[C@@H](NC(=O)c1cc[n]cc1)C3=O)c1ccccc1
0 NOCAS_47255 CC(C)(O)c1coc(c1)S(=O)(=O)NC(=O)Nc1c(cccc1C(C)C)C(C)C
0 NOCAS_47265 OC(=O)CCN(C1(CCCC1)C(=O)NO)S(=O)(=O)c1ccc(cc1)Oc1ccc(F)cc1
0 NOCAS_47267 C[C@@H](O)c1[n]c(cc[n]1)N1[C@H](C)CN(C[C@@H]1C)c1[n]c(C)[n]c(C)[n]1
0 NOCAS_47291 Nc1cc2CCN3c2c(c1)C(=N[C@@H](NC(=O)c1c[n]ccc1)C3=O)c1ccccc1
0 NOCAS_47299 CCOc1cc(ccc1)[C@@]1(CC[C@@H](C)CC1)N1CCN(CC1)c1ccccc1
0 NOCAS_47305 Cc1cc(COc2ccc(Cl)cc2CNc2[n]c[n]c3c2[n]c[n]3[C@@H]2O[C@@H]([C@@H](N)[C@H]2O)C(=O)NC)o[n]1
1 NOCAS_47311 Cc1[n]c2ccccc2[n]1C1CC2CCC(C1)N2CCC1(CCN(CC1)C(=O)c1cc(c(F)cc1Cl)S(=O)(=O)NC)c1cccc(F)c1
0 NOCAS_47325 Cc1[n]c([n]o1)-c1ccc2CCN(CCc2c1)CCC1CCC(CC1)NC(=O)/C=C/c1ccc(F)cc1
1 NOCAS_47328 NC(=O)c1[nH]c([n][n]1)-c1cc(ccc1)-c1cc(F)ccc1OCC(F)(F)C(F)(F)F
0 NOCAS_47330 CC(C)(O)c1c[n][n]2c([n]1)[n]cc2-c1cc(-c2c(cccc2F)C#N)c(F)cc1
0 NOCAS_47333 Cc1[n]cc(c[n]1)[C@H](CC(O)=O)CCCCCCc1ccc2CCCNc2[n]1
1 NOCAS_47334 Fc1ccccc1[C@@H](F)CO[C@@H]1CC[C@H](CC1)Nc1:[nH]:c:[n]:c2:[n]:[n]:c:c:1-2
0 NOCAS_47342 COc1cccc(c1)-c1ccc(/C=C\CN2CCCCCC2)cc1Cl
0 NOCAS_47346 N#C[C@@H]1CC(F)(F)CN1C(=O)CNC1CC2CCC(C1)N2c1[n]ccc[n]1
1 NOCAS_47353 CN(C)C(=O)C1(CCN(CCC2(CN(CCO2)C(=O)c2ccccc2)c2cc(Cl)c(Cl)cc2)CC1)N1CCCCC1
0 NOCAS_47362 CCOC(=O)[C@@]1(Oc2ccccc2[C@@H]1N)c1ccccc1
0 NOCAS_47364 O=C(N[C@@H]([C@@H]1CN2CCC1CC2)c1ccccc1)c1c(Cl)ccc(c1Cl)C(F)(F)F
0 NOCAS_47366 O=C(Nc1cc2cc[nH]c2cc1)c1cc2cc(F)ccc2[n]1Cc1cc(F)ccc1
0 NOCAS_47374 COc1ccc(cc1)C(=O)Nc1[n]c2ccccc2c(NCc2ccccc2)c1C#N
1 NOCAS_47377 CC(C)N1CCC(CC1)NC(=O)c1cc2cc(ccc2[n]1Cc1cc(o[n]1)-c1ccc(Cl)[s]1)C(=O)O[C@@H](C)OC(=O)OCC
1 NOCAS_47379 CCN(Cc1c[n]ccc1)C(=O)c1cccc(Cl)c1[C@]1(C)C(=O)N(Cc2ccc(cc2OC)OC)c2ccc(Cl)cc12
0 NOCAS_47383 OC(=O)c1ccc2c(c1)[n]c(C(=O)NC1CCN(CC1)C1CC1)[n]2Cc1cc(o[n]1)-c1ccc(Cl)[s]1
0 NOCAS_47385 CC(C)N1CCC(CC1)NC(=O)c1cc2cc([n]cc2[n]1CC(=O)Nc1ccc(Cl)c[n]1)OCCOC
1 NOCAS_47389 CCOC(=O)c1ccc(cc1)[C@@H]1CC[C@H](CC1)NC[C@H](O)COc1ccc(O)c(c1)NS(C)(=O)=O
0 NOCAS_48166 COc1cc(cc2c1[C@H](COC(N)=O)[C@@]1(ON2C[C@H]2[C@@H]1N2C(C)=O)OC(C)=O)C=O
0 NOCAS_48172 O=C1c2ccccc2C(=O)N1CCc1[n]oc([n]1)-c1ccc(CN2CCCCCC2)[s]1
1 NOCAS_48505 Cc1[nH][n]c2Nc3ccc(cc3C(=Nc21)c1ccccc1Cl)[N+]([O-])=O
0 NOCAS_48507 CN1C(=O)C=C(Oc2ccc(F)cc2F)c2c[n]c(NCC(C)(C)O)[n]c12
0 NOCAS_48509 CCCN(C1CCN(CC1)C(=O)C1CCNCC1)[C@H]1Cc2cc(ccc2CC1)OC
0 NOCAS_48514 Cc1ccc(c(Cl)c1)C(=O)NS(=O)(=O)/C=C/c1ccc(cc1)OC
0 NOCAS_48516 O=C(NS(=O)(=O)/C=C/c1ccccc1)c1ccc(F)cc1Cl
0 NOCAS_48518 O=C(NS(=O)(=O)/C=C/c1ccc[s]1)c1ccc(F)cc1Br
0 102-71-6 OCCN(CCO)CCO
