s_sd_Canonical\_QSARr,s_m_title,HumDockScore,RatDockScore,ChimpDockScore,AVG,bindingClass,P_Act_dockChimp,P_Inact,PredBayes,ratio,cas,casrn,cid,gsid,dsstox_substance_id,preferred_name,Canonical_QSARr,InChI_Code_QSARr,InChI Key_QSARr,BindingClass,avgD_Act,avgD_Inact,PredBindingClass,predMLogR
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(C)O,58-18-4,-10.18611432,0,-10.20360861,-6.796574312,1,0.164648343,0.021595591,1,7.624164715,58-18-4,58-18-4,13664,33664,DTXSID1033664,17-Methyltestosterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(C)O,"InChI=1S/C20H30O2/c1-18-9-6-14(21)12-13(18)4-5-15-16(18)7-10-19(2)17(15)8-11-20(19,3)22/h12,15-17,22H,4-11H2,1-3H3/t15-,16+,17+,18+,19+,20+/m1/s1",GCKMFJBGXUYNAG-HLXURNFRSA-N,1,0.8565,0.9259,0.986718291,1
N=C(Nc1ccccc1)Nc1ccccc1,102-06-7,-9.221637433,-8.462256258,-10.09761964,-9.260504444,0,0.170502441,0.024098857,1,7.075125533,102-06-7,102-06-7,5178,25178,DTXSID3025178,"1,3-Diphenylguanidine",N=C(Nc1ccccc1)Nc1ccccc1,"InChI=1S/C13H13N3/c14-13(15-11-7-3-1-4-8-11)16-12-9-5-2-6-10-12/h1-10H,(H3,14,15,16)",OWRCNXZUPFZXOS-UHFFFAOYSA-N,0,0.9173,0.9125,0.070087149,0
CC(=O)CC(C1=C(O)c2ccccc2OC1=O)c1ccccc1,81-81-2|129-06-6,-10.85404207,0,-10.08700092,-6.980347666,0,0.171072153,0.024361383,1,7.022267668,81-81-2,81-81-2|129-06-6,3742|15010,23742|35010,DTXSID5023742|DTXSID7035010,Warfarin,CC(=O)CC(C1=C(O)c2ccccc2OC1=O)c1ccccc1,"InChI=1S/C19H16O4/c1-12(20)11-15(13-7-3-2-4-8-13)17-18(21)14-9-5-6-10-16(14)23-19(17)22/h2-10,15,21H,11H2,1H3",PJVWKTKQMONHTI-UHFFFAOYSA-N,0,0.8817,0.8866,0.307825181,0
CCC(C)(c1ccc(O)cc1)c1ccc(O)cc1,77-40-7,-10.0080193,-10.20464824,-10.07130841,-10.09465865,1,0.17190814,0.024753328,1,6.9448495,77-40-7,77-40-7,2442,22442,DTXSID4022442,Bisphenol B,CCC(C)(c1ccc(O)cc1)c1ccc(O)cc1,"InChI=1S/C16H18O2/c1-3-16(2,12-4-8-14(17)9-5-12)13-6-10-15(18)11-7-13/h4-11,17-18H,3H2,1-2H3",HTVITOHKHWFJKO-UHFFFAOYSA-N,1,0.8734,0.8912,0.578168514,1
N#Cc1c[nH]cc1-c1cccc2OC(F)(F)Oc21,131341-86-1,-9.643286891,-9.475862112,-10.04905095,-9.722733318,0,0.173081448,0.025317435,1,6.836452598,131341-86-1,131341-86-1,12398,32398,DTXSID2032398,Fludioxonil,N#Cc1c[nH]cc1-c1cccc2OC(F)(F)Oc21,"InChI=1S/C12H6F2N2O2/c13-12(14)17-10-3-1-2-8(11(10)18-12)9-6-16-5-7(9)4-15/h1-3,5-6,16H",MUJOIMFVNIBMKC-UHFFFAOYSA-N,0,0.9291,0.9441,0.163147207,0
NC(=O)CN(CC(F)(F)F)c1cc(c(cc1)C#N)C(F)(F)F,864283-48-7,-10.29719383,-10.34566393,-9.998390272,-10.21374934,1,0.175695738,0.026637627,1,6.59577276,864283-48-7,864283-48-7,27312,47312,DTXSID1047312,GSK232420A,NC(=O)CN(CC(F)(F)F)c1cc(c(cc1)C#N)C(F)(F)F,"InChI=1S/C12H9F6N3O/c13-11(14,15)6-21(5-10(20)22)8-2-1-7(4-19)9(3-8)12(16,17)18/h1-3H,5-6H2,(H2,20,22)",ZDYGKWOTFUOWOA-UHFFFAOYSA-N,1,0.9018,0.9146,0.284616538,0
CCC12CCC3C4CCC(=O)C=C4CCC3C1CCC2(O)C#C,DB00367,-10.46179646,0,-9.993816367,-6.818537609,1,0.175927799,0.02675932,1,6.574449419,,DB00367,,,,,CCC12CCC3C4CCC(=O)C=C4CCC3C1CCC2(O)C#C,"InChI=1S/C21H28O2/c1-3-20-11-9-17-16-8-6-15(22)13-14(16)5-7-18(17)19(20)10-12-21(20,23)4-2/h2,13,16-19,23H,3,5-12H2,1H3",WWYNJERNGUHSAO-UHFFFAOYSA-N,1,0.8664,0.914,0.926058482,1
C[C@@H](CC)[C@@H](C(O)=O)N1Sc2ccccc2C1=O,177785-47-6,-10.05983968,-9.845669673,-9.98803066,-9.964513338,0,0.176220378,0.026913852,1,6.547571861,177785-47-6,177785-47-6,27261,47261,DTXSID3047261,PharmaGSID_47261,C[C@@H](CC)[C@@H](C(O)=O)N1Sc2ccccc2C1=O,"InChI=1S/C13H15NO3S/c1-3-8(2)11(13(16)17)14-12(15)9-6-4-5-7-10(9)18-14/h4-8,11H,3H2,1-2H3,(H,16,17)/t8-,11-/m0/s1",FUSYFEXGXRDJNB-KWQFWETISA-N,0,0.8843,0.8808,0.188441703,0
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,80-05-7,-9.503139609,-9.62976603,-9.980285126,-9.704396922,1,0.176610367,0.027121774,1,6.511755643,80-05-7,80-05-7,182,20182,DTXSID7020182,Bisphenol A,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,"InChI=1S/C15H16O2/c1-15(2,11-3-7-13(16)8-4-11)12-5-9-14(17)10-6-12/h3-10,16-17H,1-2H3",IISBACLAFKSPIT-UHFFFAOYSA-N,1,0.8782,0.9026,0.645708331,1
Oc1ccccc1C(=O)OCc1ccccc1,118-58-1,-9.34577574,-9.803390256,-9.975297358,-9.708154451,0,0.176860466,0.027256302,1,6.488791671,118-58-1,118-58-1,4598,24598,DTXSID1024598,Benzyl salicylate,Oc1ccccc1C(=O)OCc1ccccc1,"InChI=1S/C14H12O3/c15-13-9-5-4-8-12(13)14(16)17-10-11-6-2-1-3-7-11/h1-9,15H,10H2",ZCTQGTTXIYCGGC-UHFFFAOYSA-N,0,0.8797,0.8713,0.161973983,0
OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,15307-79-6,-10.36627193,-10.68206073,-9.93461095,-10.32764787,0,0.178869694,0.028372371,1,6.304361882,15307-79-6,15307-79-6,17208,37208,DTXSID3037208,Diclofenac sodium,OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,"InChI=1S/C14H11Cl2NO2/c15-10-5-3-6-11(16)14(10)17-12-7-2-1-4-9(12)8-13(18)19/h1-7,17H,8H2,(H,18,19)",DCOPUUMXTXDBNB-UHFFFAOYSA-N,0,0.8847,0.8864,0.244411801,0
Oc1cc(O)cc2OC(=CC(=O)c12)c1ccccc1,480-40-0,-11.05009826,-10.4265975,-9.924664861,-10.46712021,0,0.179352327,0.028650297,1,6.260051144,480-40-0,480-40-0,2396,22396,DTXSID1022396,Chrysin,Oc1cc(O)cc2OC(=CC(=O)c12)c1ccccc1,"InChI=1S/C15H10O4/c16-10-6-11(17)15-12(18)8-13(19-14(15)7-10)9-4-2-1-3-5-9/h1-8,16-17H",RTIXKCRFFJGDFG-UHFFFAOYSA-N,0,0.8835,0.9002,0.478206522,0
CC1(CCCCC1)C(=O)Nc1ccc(O)c(Cl)c1Cl,126833-17-8,-9.214813535,-9.202937513,-9.885307496,-9.434352848,1,0.18122822,0.029769882,1,6.087636528,126833-17-8,126833-17-8,12549,32549,DTXSID3032549,Fenhexamid,CC1(CCCCC1)C(=O)Nc1ccc(O)c(Cl)c1Cl,"InChI=1S/C14H17Cl2NO2/c1-14(7-3-2-4-8-14)13(19)17-9-5-6-10(18)12(16)11(9)15/h5-6,18H,2-4,7-8H2,1H3,(H,17,19)",VDLGAVXLJYLFDH-UHFFFAOYSA-N,1,0.8703,0.8918,0.656573568,1
Oc1ccc2ccccc2c1/N=N/c1ccccc1,842-07-9,-9.823025196,-9.763843805,-9.869929131,-9.818932711,0,0.181946172,0.030215991,1,6.021519271,842-07-9,842-07-9,1135,21135,DTXSID4021135,C.I. Solvent Yellow 14,Oc1ccc2ccccc2c1/N=N/c1ccccc1,"InChI=1S/C16H12N2O/c19-15-11-10-12-6-4-5-9-14(12)16(15)18-17-13-7-2-1-3-8-13/h1-11,19H/b18-17+",MRQIXHXHHPWVIL-ISLYRVAYSA-N,0,0.9137,0.9224,0.170346071,0
COc1cc(O)c(cc1S(O)(=O)=O)C(=O)c1ccccc1,4065-45-6,-9.429724395,-9.45359027,-9.866601182,-9.583305282,0,0.182100408,0.030313174,1,6.007302571,4065-45-6,4065-45-6,22436,42436,DTXSID2042436,Sulisobenzone,COc1cc(O)c(cc1S(O)(=O)=O)C(=O)c1ccccc1,"InChI=1S/C14H12O6S/c1-20-12-8-11(15)10(7-13(12)21(17,18)19)14(16)9-5-3-2-4-6-9/h2-8,15H,1H3,(H,17,18,19)",CXVGEDCSTKKODG-UHFFFAOYSA-N,0,0.8748,0.877,0.312527527,0
C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)C#C,68-22-4,-10.115856,0,-9.850661642,-6.655505882,1,0.182833491,0.030781823,1,5.939657712,68-22-4,68-22-4,3380,23380,DTXSID9023380,Norethindrone,C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)C#C,"InChI=1S/C20H26O2/c1-3-20(22)11-9-18-17-6-4-13-12-14(21)5-7-15(13)16(17)8-10-19(18,20)2/h1,12,15-18,22H,4-11H2,2H3/t15-,16+,17+,18-,19-,20-/m0/s1",VIKNJXKGJWUCNN-XGXHKTLJSA-N,1,0.8657,0.9225,0.959043926,1
,77-06-5,0,0,-9.834303148,-3.278101049,0,0.183576026,0.03126828,1,5.870998603,77-06-5,77-06-5,656,20656,DTXSID0020656,Gibberellic acid,C[C@]12[C@H]3[C@H](C(O)=O)[C@@]45C[C@@](O)(CC[C@H]4[C@@]3(C=C[C@@H]1O)OC2=O)C(=C)C5,"InChI=1S/C19H22O6/c1-9-7-17-8-18(9,24)5-3-10(17)19-6-4-11(20)16(2,15(23)25-19)13(19)12(17)14(21)22/h4,6,10-13,20,24H,1,3,5,7-8H2,2H3,(H,21,22)/t10-,11+,12-,13-,16-,17+,18+,19-/m1/s1",IXORZMNAPKEEDV-OBDJNFEBSA-N,0,0.8945,0.9244,0.608182115,1
OC(=O)c1ccccc1C(=O)OCc1ccccc1,2528-16-7,-10.29361812,-10.23567232,-9.822292108,-10.11719418,0,0.184114808,0.031629009,1,5.821074211,2528-16-7,2528-16-7,23938,43938,DTXSID9043938,Monobenzyl phthalate,OC(=O)c1ccccc1C(=O)OCc1ccccc1,"InChI=1S/C15H12O4/c16-14(17)12-8-4-5-9-13(12)15(18)19-10-11-6-2-1-3-7-11/h1-9H,10H2,(H,16,17)",XIKIUQUXDNHBFR-UHFFFAOYSA-N,0,0.8858,0.8717,0.096874291,0
O=C(Nc1ccc(Cl)cc1)NC(=O)c1c(F)cccc1F,35367-38-5,-9.988962888,0,-9.807339987,-6.598767625,0,0.184777832,0.032082288,1,5.759496761,35367-38-5,35367-38-5,4049,24049,DTXSID1024049,Diflubenzuron,O=C(Nc1ccc(Cl)cc1)NC(=O)c1c(F)cccc1F,"InChI=1S/C14H9ClF2N2O2/c15-8-4-6-9(7-5-8)18-14(21)19-13(20)12-10(16)2-1-3-11(12)17/h1-7H,(H2,18,19,20,21)",QQQYTWIFVNKMRW-UHFFFAOYSA-N,0,0.9013,0.9098,0.2294619,0
Cc1c2ccc3ccccc3c2c(C)c2ccccc12,57-97-6,-10.52851722,-10.44561457,-9.799630219,-10.25792067,1,0.185116342,0.032317846,1,5.727991427,57-97-6,57-97-6,510,20510,DTXSID1020510,"7,12-Dimethylbenz(a)anthracene",Cc1c2ccc3ccccc3c2c(C)c2ccccc12,"InChI=1S/C20H16/c1-13-16-8-5-6-9-17(16)14(2)20-18(13)12-11-15-7-3-4-10-19(15)20/h3-12H,1-2H3",ARSRBNBHOADGJU-UHFFFAOYSA-N,1,0.9085,0.9154,0.175497687,0
Oc1ccc(cc1)C1=COc2cc(O)ccc2C1=O,486-66-8,-10.36930904,-9.311791954,-9.776999521,-9.819366837,0,0.186096592,0.033016517,1,5.63646962,486-66-8,486-66-8,2310,22310,DTXSID9022310,Daidzein,Oc1ccc(cc1)C1=COc2cc(O)ccc2C1=O,"InChI=1S/C15H10O4/c16-10-3-1-9(2-4-10)13-8-19-14-7-11(17)5-6-12(14)15(13)18/h1-8,16-17H",ZQSIJRDFPHDXIC-UHFFFAOYSA-N,0,0.8931,0.9191,0.553753072,1
,604-75-1,0,-10.01097067,-9.738353844,-6.583108171,1,0.18772348,0.034234676,1,5.483430872,604-75-1,604-75-1,1087,21087,DTXSID1021087,Oxazepam,OC1N=C(c2cc(Cl)ccc2NC1=O)c1ccccc1,"InChI=1S/C15H11ClN2O2/c16-10-6-7-12-11(8-10)13(9-4-2-1-3-5-9)18-15(20)14(19)17-12/h1-8,15,20H,(H,17,19)",ADIMAYPTOBDMTL-UHFFFAOYSA-N,1,0.8858,0.9151,0.659792194,1
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,3380-34-5,-9.788224111,-9.440627761,-9.72605194,-9.651634604,1,0.188228665,0.034629114,1,5.435561091,3380-34-5,3380-34-5,12498,32498,DTXSID5032498,Triclosan,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,"InChI=1S/C12H7Cl3O2/c13-7-1-3-11(9(15)5-7)17-12-4-2-8(14)6-10(12)16/h1-6,16H",XEFQLINVKFYRCS-UHFFFAOYSA-N,1,0.8881,0.9152,0.608385257,1
Oc1cccc2Cc3cccc(O)c3C(=O)c12,1143-38-0,-10.49490436,-9.91033249,-9.721768353,-10.04233507,0,0.188403113,0.034767218,1,5.418987363,1143-38-0,1143-38-0,4538,24538,DTXSID7024538,Anthralin,Oc1cccc2Cc3cccc(O)c3C(=O)c12,"InChI=1S/C14H10O3/c15-10-5-1-3-8-7-9-4-2-6-11(16)13(9)14(17)12(8)10/h1-6,15-16H,7H2",NUZWLKWWNNJHPT-UHFFFAOYSA-N,0,0.8885,0.9025,0.389398923,0
,14351-66-7,0,0,-9.68604914,-3.228683047,0,0.189828046,0.035934112,1,5.282669692,14351-66-7,14351-66-7,22399,42399,DTXSID8042399,Sodium abietate,CC(C)C1CC[C@H]2C(C=1)=CC[C@H]1[C@@](C)(CCC[C@]21C)C(O)=O,"InChI=1S/C20H30O2/c1-13(2)14-6-8-16-15(12-14)7-9-17-19(16,3)10-5-11-20(17,4)18(21)22/h7,12-13,16-17H,5-6,8-11H2,1-4H3,(H,21,22)/t16-,17+,19+,20+/m0/s1",RSWGJHLUYNHPMX-ONCXSQPRSA-N,0,0.897,0.9196,0.462957144,0
,133855-98-8,0,0,-9.670190929,-3.223396976,0,0.190443426,0.036460963,1,5.223214426,133855-98-8,133855-98-8,20372,40372,DTXSID1040372,Epoxiconazole,Fc1ccc(cc1)C1(C[n]2c[n]c[n]2)OC1c1ccccc1Cl,"InChI=1S/C17H13ClFN3O/c18-15-4-2-1-3-14(15)16-17(23-16,9-22-11-20-10-21-22)12-5-7-13(19)8-6-12/h1-8,10-11,16H,9H2",ZMYFCFLJBGAQRS-UHFFFAOYSA-N,0,0.9034,0.9276,0.438722776,0
CC1=NN(C(=O)N1C(F)F)c1cc(NS(C)(=O)=O)c(Cl)cc1Cl,122836-35-5,-9.381708509,-10.93826277,-9.668575618,-9.996182298,0,0.190505505,0.036514931,1,5.217194674,122836-35-5,122836-35-5,12645,32645,DTXSID6032645,Sulfentrazone,CC1=NN(C(=O)N1C(F)F)c1cc(NS(C)(=O)=O)c(Cl)cc1Cl,"InChI=1S/C11H10Cl2F2N4O3S/c1-5-16-19(11(20)18(5)10(14)15)9-4-8(17-23(2,21)22)6(12)3-7(9)13/h3-4,10,17H,1-2H3",OORLZFUTLGXMEF-UHFFFAOYSA-N,0,0.9097,0.9199,0.200492375,0
c1c2c3ccccc3ccc2cc2ccccc21,56-55-3,-10.18068339,-10.01214777,-9.65695533,-9.949928831,0,0.190948793,0.036904833,1,5.174086313,56-55-3,56-55-3,3902,23902,DTXSID5023902,Benz(a)anthracene,c1c2c3ccccc3ccc2cc2ccccc21,InChI=1S/C18H12/c1-2-7-15-12-18-16(11-14(15)6-1)10-9-13-5-3-4-8-17(13)18/h1-12H,DXBHBZVCASKNBY-UHFFFAOYSA-N,0,0.919,0.9269,0.137842071,0
CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,510-15-6,-10.71268897,-10.07797779,-9.655258643,-10.1486418,1,0.19101303,0.036962007,1,5.167820836,510-15-6,510-15-6,299,20299,DTXSID9020299,Chlorobenzilate,CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,"InChI=1S/C16H14Cl2O3/c1-2-21-15(19)16(20,11-3-7-13(17)8-4-11)12-5-9-14(18)10-6-12/h3-10,20H,2H2,1H3",RAPBNVDSDCTNRC-UHFFFAOYSA-N,1,0.8521,0.8621,0.604196618,1
CN(C(C)C)C(=O)[C@@H](Cc1ccc(CN2[C@H](C)CCC[C@@H]2C)cc1)NC(=O)C[C@@H](NS(=O)(=O)c1cc2ccc(cc2cc1)OC)c1cc2OCOc2cc1,NOCAS_47351,-3.390368354,0,-9.638266676,-4.342878343,1,0.191649464,0.037538024,1,5.105475617,,NOCAS_47351,27351,47351,DTXSID2047351,SSR240612,CN(C(C)C)C(=O)[C@@H](Cc1ccc(CN2[C@H](C)CCC[C@@H]2C)cc1)NC(=O)C[C@@H](NS(=O)(=O)c1cc2ccc(cc2cc1)OC)c1cc2OCOc2cc1,"InChI=1S/C42H52N4O7S/c1-27(2)45(5)42(48)38(20-30-10-12-31(13-11-30)25-46-28(3)8-7-9-29(46)4)43-41(47)24-37(34-16-19-39-40(23-34)53-26-52-39)44-54(49,50)36-18-15-32-21-35(51-6)17-14-33(32)22-36/h10-19,21-23,27-29,37-38,44H,7-9,20,24-26H2,1-6H3,(H,43,47)/t28-,29+,37-,38-/m1/s1",QGWIQIAWOCJRPI-WSCVWKGISA-N,1,0.9024,0.9197,0.335773662,0
OC(=O)c1cc(ccc1)Oc1ccccc1,3739-38-6,-9.389829487,-9.650206479,-9.634696504,-9.558244157,0,0.191781584,0.037659844,1,5.092468825,3739-38-6,3739-38-6,18321,38321,DTXSID1038321,3-Phenoxybenzoic acid,OC(=O)c1cc(ccc1)Oc1ccccc1,"InChI=1S/C13H10O3/c14-13(15)10-5-4-8-12(9-10)16-11-6-2-1-3-7-11/h1-9H,(H,14,15)",NXTDJHZGHOFSQG-UHFFFAOYSA-N,0,0.8852,0.8764,0.131671093,0
Nc1cc2c(cc1)C(=O)c1ccccc1C2=O,117-79-3,-9.698128061,-9.994024525,-9.631327323,-9.774493303,0,0.191905753,0.03777506,1,5.080223593,117-79-3,117-79-3,68,20068,DTXSID6020068,2-Aminoanthraquinone,Nc1cc2c(cc1)C(=O)c1ccccc1C2=O,"InChI=1S/C14H9NO2/c15-8-5-6-11-12(7-8)14(17)10-4-2-1-3-9(10)13(11)16/h1-7H,15H2",XOGPDSATLSAZEK-UHFFFAOYSA-N,0,0.9059,0.9073,0.134857333,0
"C[C@@]12CC[C@@](C[C@@H]1OCc1ccccc1C)(O2)C(C)C |o1:1,4,6|",87818-31-3,-9.429053558,-8.699723259,-9.613543193,-9.247440003,0,0.192552887,0.038387304,1,5.016056545,87818-31-3,87818-31-3,196478,34456,DTXSID3034456,Cinmethylin,"C[C@@]12CC[C@@](C[C@@H]1OCc1ccccc1C)(O2)C(C)C |o1:1,4,6|","InChI=1S/C18H26O2/c1-13(2)18-10-9-17(4,20-18)16(11-18)19-12-15-8-6-5-7-14(15)3/h5-8,13,16H,9-12H2,1-4H3/t16-,17+,18-/m1/s1",QMTNOLKHSWIQBE-FGTMMUONSA-N,0,0.8954,0.9087,0.324517918,0
Oc1ccc(cc1)C(=O)OCc1ccccc1,94-18-8,-9.217969185,-9.647673047,-9.613283991,-9.492975407,0,0.192562215,0.038396278,1,5.01512712,94-18-8,94-18-8,2526,22526,DTXSID9022526,Benzylparaben,Oc1ccc(cc1)C(=O)OCc1ccccc1,"InChI=1S/C14H12O3/c15-13-8-6-12(7-9-13)14(16)17-10-11-4-2-1-3-5-11/h1-9,15H,10H2",MOZDKDIOPSPTBH-UHFFFAOYSA-N,0,0.8729,0.8696,0.243628244,0
,107534-96-3,0,-8.539452923,-9.576458552,-6.038637158,1,0.193856949,0.039686106,1,4.88475605,107534-96-3,107534-96-3,12113,32113,DTXSID9032113,Tebuconazole,CC(C)(C)C(O)(C[n]1c[n]c[n]1)CCc1ccc(Cl)cc1,"InChI=1S/C16H22ClN3O/c1-15(2,3)16(21,10-20-12-18-11-19-20)9-8-13-4-6-14(17)7-5-13/h4-7,11-12,21H,8-10H2,1-3H3",PXMNMQRDXWABCY-UHFFFAOYSA-N,1,0.8842,0.9134,0.663419962,1
Cc1ccccc1OCc1ccccc1/C(=N\OC)/C(=O)OC,143390-89-0,-9.802772774,0,-9.552529785,-6.45176752,0,0.194665314,0.040540063,1,4.801801012,143390-89-0,143390-89-0,12558,32558,DTXSID2032558,Kresoxim-methyl,Cc1ccccc1OCc1ccccc1/C(=N\OC)/C(=O)OC,"InChI=1S/C18H19NO4/c1-13-8-4-7-11-16(13)23-12-14-9-5-6-10-15(14)17(19-22-3)18(20)21-2/h4-11H,12H2,1-3H3/b19-17+",ZOTBXTZVPHCKPN-HTXNQAPBSA-N,0,0.8961,0.8883,0.101567384,0
CC12CCC3C(CCC4=CC(=O)C=CC43C)C1CCC2O,DB01541,-10.23462567,0,-9.534348004,-6.58965789,1,0.195261925,0.041197284,1,4.739679517,,DB01541,,,,,CC12CCC3C(CCC4=CC(=O)C=CC43C)C1CCC2O,"InChI=1S/C19H26O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h7,9,11,14-17,21H,3-6,8,10H2,1-2H3",RSIHSRDYCUFFLA-UHFFFAOYSA-N,1,0.8722,0.9294,0.949025504,1
,53-03-2,0,0,-9.504202008,-3.168067336,1,0.196217175,0.042302913,1,4.638384481,53-03-2,53-03-2,1185,21185,DTXSID4021185,Prednisone,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,"InChI=1S/C21H26O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h5,7,9,14-15,18,22,26H,3-4,6,8,10-11H2,1-2H3/t14-,15-,18+,19-,20-,21-/m0/s1",XOFYZVNMUHMLCC-ZPOLXVRWSA-N,1,0.8727,0.9193,0.89952787,1
,68694-11-1,0,-8.95058291,-9.44547392,-6.132018943,1,0.197954251,0.044513981,1,4.447013,68694-11-1,68694-11-1,12500,32500,DTXSID2032500,Triflumizole,CCCOC/C(=N\c1ccc(Cl)cc1C(F)(F)F)/[n]1c[n]cc1,"InChI=1S/C15H15ClF3N3O/c1-2-7-23-9-14(22-6-5-20-10-22)21-13-4-3-11(16)8-12(13)15(17,18)19/h3-6,8,10H,2,7,9H2,1H3/b21-14+",HSMVPDGQOIQYSR-KGENOOAVSA-N,1,0.8851,0.9063,0.521332113,1
N#Cc1ccc(cc1)C1CCCc2c[n]c[n]21,102676-31-3,-8.744362965,-8.593979715,-9.442881812,-8.927074831,0,0.198027092,0.044613314,1,4.438744317,102676-31-3,102676-31-3,618,20618,DTXSID4020618,Fadrozole hydrochloride,N#Cc1ccc(cc1)C1CCCc2c[n]c[n]21,"InChI=1S/C14H13N3/c15-8-11-4-6-12(7-5-11)14-3-1-2-13-9-16-10-17(13)14/h4-7,9-10,14H,1-3H2",CLPFFLWZZBQMAO-UHFFFAOYSA-N,0,0.9162,0.9394,0.317556398,0
OC(=O)Cc1cccc2ccccc21,86-87-3,-9.658807251,-9.399623808,-9.415982437,-9.491471166,0,0.198763636,0.045652828,1,4.353807727,86-87-3,86-87-3,915,20915,DTXSID8020915,1-Naphthaleneacetic acid,OC(=O)Cc1cccc2ccccc21,"InChI=1S/C12H10O2/c13-12(14)8-10-6-3-5-9-4-1-2-7-11(9)10/h1-7H,8H2,(H,13,14)",PRPINYUDVPFIRX-UHFFFAOYSA-N,0,0.8899,0.8835,0.127667713,0
,58-72-0,0,-9.497702478,-9.40353881,-6.300413763,0,0.199092337,0.046139071,1,4.315048658,58-72-0,58-72-0,2320,22320,DTXSID3022320,Triphenylethylene,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,InChI=1S/C20H16/c1-4-10-17(11-5-1)16-20(18-12-6-2-7-13-18)19-14-8-3-9-15-19/h1-16H,MKYQPGPNVYRMHI-UHFFFAOYSA-N,0,0.9162,0.915,0.082515038,0
CC(C)(c1ccccc1)c1ccc(O)cc1,599-64-4,-9.38070834,-9.649509575,-9.401391403,-9.477203106,1,0.199148288,0.046223326,1,4.308393742,599-64-4,599-64-4,2536,22536,DTXSID3022536,4-Cumylphenol,CC(C)(c1ccccc1)c1ccc(O)cc1,"InChI=1S/C15H16O/c1-15(2,12-6-4-3-5-7-12)13-8-10-14(16)11-9-13/h3-11,16H,1-2H3",QBDSZLJBMIMQRS-UHFFFAOYSA-N,1,0.8717,0.8927,0.618842675,1
CC12CCC3C(CCC4CC(=O)C=CC43C)C1CCC2O,DB01481,-9.063961419,0,-9.398114922,-6.154025447,1,0.199233216,0.046352075,1,4.298258851,,DB01481,,,,,CC12CCC3C(CCC4CC(=O)C=CC43C)C1CCC2O,"InChI=1S/C19H28O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h7,9,12,14-17,21H,3-6,8,10-11H2,1-2H3",OKJCFMUGMSVJBG-UHFFFAOYSA-N,1,0.8752,0.9285,0.926603521,1
,668981-02-0,0,0,-9.377823532,-3.125941177,0,0.199747294,0.047154658,1,4.236003463,668981-02-0,668981-02-0,27294,47294,DTXSID0047294,CP-863187,CC(C)c1[n][n]c2ccc(c[n]21)-c1oc[n]c1-c1cc(F)ccc1F,"InChI=1S/C18H14F2N4O/c1-10(2)18-23-22-15-6-3-11(8-24(15)18)17-16(21-9-25-17)13-7-12(19)4-5-14(13)20/h3-10H,1-2H3",UACOXBQBNWQWOK-UHFFFAOYSA-N,0,0.9216,0.9283,0.113310899,0
c1cccc2c(cccc21)Nc1ccccc1,90-30-2,-9.519391308,-9.293853546,-9.358813299,-9.390686051,0,0.200210245,0.047914741,1,4.17846872,90-30-2,90-30-2,5892,25892,DTXSID2025892,N-Phenyl-1-naphthylamine,c1cccc2c(cccc21)Nc1ccccc1,"InChI=1S/C16H13N/c1-2-9-14(10-3-1)17-16-12-6-8-13-7-4-5-11-15(13)16/h1-12,17H",XQVWYOYUZDUNRW-UHFFFAOYSA-N,0,0.9247,0.9283,0.085632336,0
,113136-77-9,0,-9.606174656,-9.351581709,-6.319252122,0,0.200381584,0.048205954,1,4.156780793,113136-77-9,113136-77-9,12600,32600,DTXSID5032600,Cyclanilide,OC(=O)C1(CC1)C(=O)Nc1ccc(Cl)cc1Cl,"InChI=1S/C11H9Cl2NO3/c12-6-1-2-8(7(13)5-6)14-9(15)11(3-4-11)10(16)17/h1-2,5H,3-4H2,(H,14,15)(H,16,17)",GLWWLNJJJCTFMZ-UHFFFAOYSA-N,0,0.8678,0.8931,0.707318861,1
